w\k,3,4,5,6,7,8,9,10
4,1.01
5,0.90,1.02
6,0.97,0.92,1.02
7,1.99,0.98,1.00,1.13
8,6.18,2.22,1.07,0.92,1.04
9,13.96,5.47,1.86,1.02,1.01,1.16
10,25.55,9.97,3.21,1.34,0.93,0.90,1.02
11,36.73,16.18,4.95,1.85,1.01,0.88,0.87,1.02
