w\k,3,4,5,6,7,8,9,10
4,20.06
5,14.50,17.79
6,11.86,12.99,16.99
7,10.48,10.74,12.68,15.69
8,9.70,9.53,10.62,11.96,14.76
9,9.24,9.04,9.50,10.19,11.41,13.67
10,9.00,8.94,9.56,10.11,9.94,10.63,13.13
11,8.92,8.58,8.69,8.96,9.23,9.14,10.44,12.87
