w\k,3,4,5,6,7,8,9,10
4,1.03
5,0.90,1.03
6,1.07,0.91,1.03
7,2.23,1.00,0.93,1.05
8,6.75,2.49,1.22,1.00,1.11
9,15.36,5.74,1.94,1.07,1.00,1.11
10,26.31,11.44,3.62,1.49,0.96,0.90,1.03
11,40.71,17.24,5.33,1.97,1.09,0.95,0.90,1.07
