w\k,3,4,5,6,7,8,9,10
4,0.048
5,0.373,0.045
6,3.312,0.464,0.049
7,24.111,2.099,0.321,0.046
8,113.422,18.227,3.235,0.434,0.050
9,312.235,64.998,13.666,2.963,0.443,0.052
10,554.567,133.062,34.133,7.554,1.712,0.344,0.048
11,894.114,226.117,59.665,14.818,3.526,0.856,0.136,0.050
