w\k,3,4,5,6,7,8,9,10
4,0.160
5,1.522,0.149
6,11.615,1.223,0.131
7,135.998,8.690,1.097,0.128
8,570.639,89.030,13.392,1.386,0.169
9,1296.638,309.694,54.758,11.821,1.324,0.165
10,2285.969,571.625,127.143,30.209,5.447,1.236,0.189
11,3302.469,944.072,213.972,49.459,11.963,2.961,0.672,0.069
