w\k,3,4,5,6,7,8,9,10
4,1.02
5,0.98,1.12
6,1.17,0.98,1.11
7,4.06,1.06,0.93,1.09
8,10.52,2.96,1.07,0.91,1.04
9,20.05,7.29,2.17,1.03,0.90,1.02
10,30.87,12.30,3.53,1.37,0.91,0.89,1.02
11,42.99,17.90,5.37,1.87,1.01,0.87,0.87,1.03
