w\k,3,4,5,6,7,8,9,10
4,"R=0.714, BT=21.51s, QT=1.02s, FS=58964KB, FN=0.000, FP=0.646, FPR=0.173"
5,"R=0.538, BT=15.04s, QT=0.98s, FS=45605KB, FN=0.000, FP=5.231, FPR=0.233","R=0.715, BT=19.96s, QT=1.12s, FS=58998KB, FN=0.000, FP=0.725, FPR=0.178"
6,"R=0.435, BT=12.07s, QT=1.17s, FS=37781KB, FN=0.000, FP=52.913, FPR=0.333","R=0.537, BT=13.92s, QT=0.98s, FS=45522KB, FN=0.000, FP=6.175, FPR=0.238","R=0.715, BT=18.49s, QT=1.11s, FS=59004KB, FN=0.000, FP=0.655, FPR=0.178"
7,"R=0.368, BT=10.41s, QT=4.06s, FS=32700KB, FN=0.000, FP=785.744, FPR=0.445","R=0.436, BT=11.09s, QT=1.06s, FS=37850KB, FN=0.000, FP=39.286, FPR=0.285","R=0.537, BT=13.03s, QT=0.93s, FS=45512KB, FN=0.000, FP=6.753, FPR=0.224","R=0.715, BT=16.94s, QT=1.09s, FS=59005KB, FN=0.000, FP=0.714, FPR=0.179"
8,"R=0.316, BT=9.29s, QT=10.52s, FS=28745KB, FN=0.000, FP=2840.414, FPR=0.562","R=0.368, BT=9.61s, QT=2.96s, FS=32671KB, FN=0.000, FP=402.971, FPR=0.357","R=0.436, BT=10.55s, QT=1.07s, FS=37830KB, FN=0.000, FP=44.363, FPR=0.278","R=0.537, BT=12.48s, QT=0.91s, FS=45506KB, FN=0.000, FP=4.690, FPR=0.228","R=0.715, BT=15.67s, QT=1.04s, FS=59005KB, FN=0.000, FP=0.583, FPR=0.179"
9,"R=0.279, BT=8.48s, QT=20.05s, FS=25899KB, FN=0.000, FP=6006.070, FPR=0.679","R=0.316, BT=8.51s, QT=7.29s, FS=28727KB, FN=0.000, FP=1260.078, FPR=0.431","R=0.367, BT=9.00s, QT=2.17s, FS=32633KB, FN=0.000, FP=255.193, FPR=0.316","R=0.436, BT=9.98s, QT=1.03s, FS=37821KB, FN=0.000, FP=37.920, FPR=0.278","R=0.537, BT=11.64s, QT=0.90s, FS=45505KB, FN=0.000, FP=7.259, FPR=0.228","R=0.715, BT=14.54s, QT=1.02s, FS=59005KB, FN=0.000, FP=0.740, FPR=0.180"
10,"R=0.249, BT=7.97s, QT=30.87s, FS=23657KB, FN=0.000, FP=9670.398, FPR=0.777","R=0.278, BT=7.80s, QT=12.30s, FS=25863KB, FN=0.000, FP=2255.159, FPR=0.517","R=0.316, BT=7.98s, QT=3.53s, FS=28736KB, FN=0.000, FP=506.899, FPR=0.374","R=0.367, BT=8.65s, QT=1.37s, FS=32616KB, FN=0.000, FP=106.597, FPR=0.314","R=0.436, BT=9.52s, QT=0.91s, FS=37820KB, FN=0.000, FP=21.112, FPR=0.276","R=0.537, BT=10.93s, QT=0.89s, FS=45504KB, FN=0.000, FP=5.090, FPR=0.220","R=0.715, BT=13.86s, QT=1.02s, FS=59005KB, FN=0.000, FP=0.733, FPR=0.173"
11,"R=0.224, BT=7.54s, QT=42.99s, FS=21714KB, FN=0.000, FP=14004.445, FPR=0.876","R=0.249, BT=7.30s, QT=17.90s, FS=23611KB, FN=0.000, FP=3343.191, FPR=0.609","R=0.278, BT=7.35s, QT=5.37s, FS=25849KB, FN=0.000, FP=841.231, FPR=0.439","R=0.316, BT=7.76s, QT=1.87s, FS=28748KB, FN=0.000, FP=196.072, FPR=0.355","R=0.367, BT=8.39s, QT=1.01s, FS=32613KB, FN=0.000, FP=47.125, FPR=0.316","R=0.436, BT=9.07s, QT=0.87s, FS=37819KB, FN=0.000, FP=11.119, FPR=0.279","R=0.537, BT=10.65s, QT=0.87s, FS=45504KB, FN=0.000, FP=2.578, FPR=0.232","R=0.715, BT=13.57s, QT=1.03s, FS=59005KB, FN=0.000, FP=0.555, FPR=0.182"
