w\k,3,4,5,6,7,8,9,10
4,58964
5,45605,58998
6,37781,45522,59004
7,32700,37850,45512,59005
8,28745,32671,37830,45506,59005
9,25899,28727,32633,37821,45505,59005
10,23657,25863,28736,32616,37820,45504,59005
11,21714,23611,25849,28748,32613,37819,45504,59005
