w\k,3,4,5,6,7,8,9,10
4,0.000
5,0.000,0.000
6,0.000,0.000,0.000
7,0.000,0.000,0.000,0.000
8,0.000,0.000,0.000,0.000,0.000
9,0.000,0.000,0.000,0.000,0.000,0.000
10,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
