w\k,3,4,5,6,7,8,9,10
4,21.51
5,15.04,19.96
6,12.07,13.92,18.49
7,10.41,11.09,13.03,16.94
8,9.29,9.61,10.55,12.48,15.67
9,8.48,8.51,9.00,9.98,11.64,14.54
10,7.97,7.80,7.98,8.65,9.52,10.93,13.86
11,7.54,7.30,7.35,7.76,8.39,9.07,10.65,13.57
