w\k,3,4,5,6,7,8,9,10
4,0.646
5,5.231,0.725
6,52.913,6.175,0.655
7,785.744,39.286,6.753,0.714
8,2840.414,402.971,44.363,4.690,0.583
9,6006.070,1260.078,255.193,37.920,7.259,0.740
10,9670.398,2255.159,506.899,106.597,21.112,5.090,0.733
11,14004.445,3343.191,841.231,196.072,47.125,11.119,2.578,0.555
