w\k,3,4,5,6,7,8,9,10
4,0.714
5,0.538,0.715
6,0.435,0.537,0.715
7,0.368,0.436,0.537,0.715
8,0.316,0.368,0.436,0.537,0.715
9,0.279,0.316,0.367,0.436,0.537,0.715
10,0.249,0.278,0.316,0.367,0.436,0.537,0.715
11,0.224,0.249,0.278,0.316,0.367,0.436,0.537,0.715
