w\k,3,4,5,6,7,8,9,10
4,0.059
5,0.503,0.043
6,5.705,0.384,0.048
7,46.466,2.736,0.323,0.046
8,174.482,24.485,3.887,0.374,0.047
9,385.368,88.156,15.413,3.379,0.373,0.040
10,668.899,156.294,34.495,8.371,1.584,0.327,0.040
11,941.145,255.645,57.283,13.346,3.293,0.821,0.118,0.040
