w\k,3,4,5,6,7,8,9,10
4,"R=0.714, BT=21.35s, QT=1.09s, FS=58930KB, FN=0.000, FP=0.714, FPR=0.177"
5,"R=0.545, BT=15.22s, QT=0.97s, FS=46085KB, FN=0.000, FP=4.824, FPR=0.228","R=0.715, BT=19.72s, QT=1.08s, FS=58991KB, FN=0.000, FP=0.608, FPR=0.181"
6,"R=0.441, BT=12.25s, QT=1.06s, FS=38249KB, FN=0.000, FP=35.956, FPR=0.305","R=0.544, BT=14.18s, QT=0.96s, FS=46016KB, FN=0.000, FP=4.695, FPR=0.231","R=0.715, BT=18.18s, QT=1.09s, FS=59003KB, FN=0.000, FP=0.647, FPR=0.180"
7,"R=0.373, BT=10.67s, QT=2.17s, FS=33078KB, FN=0.000, FP=306.878, FPR=0.401","R=0.442, BT=11.26s, QT=1.02s, FS=38327KB, FN=0.000, FP=27.489, FPR=0.280","R=0.544, BT=13.65s, QT=1.02s, FS=46019KB, FN=0.000, FP=4.082, FPR=0.230","R=0.715, BT=16.95s, QT=1.15s, FS=59005KB, FN=0.000, FP=0.553, FPR=0.178"
8,"R=0.321, BT=9.53s, QT=6.47s, FS=29079KB, FN=0.000, FP=1633.310, FPR=0.506","R=0.373, BT=9.65s, QT=2.22s, FS=33060KB, FN=0.000, FP=269.490, FPR=0.340","R=0.442, BT=10.72s, QT=1.10s, FS=38307KB, FN=0.000, FP=45.468, FPR=0.271","R=0.544, BT=12.41s, QT=0.98s, FS=46014KB, FN=0.000, FP=5.790, FPR=0.232","R=0.715, BT=15.57s, QT=1.10s, FS=59005KB, FN=0.000, FP=0.725, FPR=0.182"
9,"R=0.283, BT=8.67s, QT=14.40s, FS=26236KB, FN=0.000, FP=4521.170, FPR=0.611","R=0.320, BT=8.63s, QT=5.47s, FS=29054KB, FN=0.000, FP=930.754, FPR=0.410","R=0.373, BT=9.27s, QT=1.95s, FS=33016KB, FN=0.000, FP=195.440, FPR=0.314","R=0.442, BT=10.38s, QT=1.17s, FS=38302KB, FN=0.000, FP=39.842, FPR=0.274","R=0.544, BT=12.81s, QT=1.04s, FS=46013KB, FN=0.000, FP=6.386, FPR=0.236","R=0.715, BT=16.14s, QT=1.17s, FS=59005KB, FN=0.000, FP=0.640, FPR=0.174"
10,"R=0.253, BT=8.14s, QT=24.09s, FS=23952KB, FN=0.000, FP=7918.684, FPR=0.708","R=0.283, BT=7.94s, QT=10.00s, FS=26197KB, FN=0.000, FP=1839.765, FPR=0.479","R=0.320, BT=8.09s, QT=3.22s, FS=29064KB, FN=0.000, FP=454.380, FPR=0.370","R=0.372, BT=8.76s, QT=1.33s, FS=33002KB, FN=0.000, FP=101.224, FPR=0.318","R=0.442, BT=9.70s, QT=0.92s, FS=38301KB, FN=0.000, FP=24.078, FPR=0.280","R=0.544, BT=10.96s, QT=0.90s, FS=46012KB, FN=0.000, FP=4.825, FPR=0.226","R=0.715, BT=13.72s, QT=1.02s, FS=59005KB, FN=0.000, FP=0.694, FPR=0.178"
11,"R=0.227, BT=7.64s, QT=37.20s, FS=21993KB, FN=0.000, FP=12782.441, FPR=0.801","R=0.252, BT=7.37s, QT=16.22s, FS=23902KB, FN=0.000, FP=3104.124, FPR=0.552","R=0.283, BT=7.49s, QT=5.02s, FS=26187KB, FN=0.000, FP=786.600, FPR=0.436","R=0.321, BT=7.80s, QT=1.85s, FS=29074KB, FN=0.000, FP=196.267, FPR=0.359","R=0.372, BT=8.45s, QT=1.03s, FS=32999KB, FN=0.000, FP=48.541, FPR=0.326","R=0.442, BT=9.13s, QT=0.88s, FS=38301KB, FN=0.000, FP=12.679, FPR=0.279","R=0.544, BT=10.61s, QT=0.89s, FS=46012KB, FN=0.000, FP=3.163, FPR=0.236","R=0.715, BT=13.35s, QT=1.00s, FS=59005KB, FN=0.000, FP=0.511, FPR=0.187"
