w\k,3,4,5,6,7,8,9,10
4,0.180
5,0.249,0.175
6,0.352,0.241,0.180
7,0.460,0.287,0.232,0.181
8,0.578,0.351,0.279,0.232,0.181
9,0.705,0.442,0.317,0.270,0.232,0.183
10,0.815,0.527,0.371,0.321,0.267,0.226,0.171
11,0.883,0.626,0.437,0.361,0.307,0.271,0.229,0.187
