w\k,3,4,5,6,7,8,9,10
4,"R=0.680, BT=20.29s, QT=0.98s, FS=56348KB, FN=0.000, FP=0.668, FPR=0.180"
5,"R=0.511, BT=14.56s, QT=0.90s, FS=43529KB, FN=0.000, FP=6.223, FPR=0.249","R=0.656, BT=17.91s, QT=0.97s, FS=54512KB, FN=0.000, FP=0.677, FPR=0.175"
6,"R=0.407, BT=11.92s, QT=1.32s, FS=35649KB, FN=0.000, FP=70.198, FPR=0.352","R=0.490, BT=13.97s, QT=1.00s, FS=41946KB, FN=0.000, FP=5.238, FPR=0.241","R=0.670, BT=18.60s, QT=1.08s, FS=55617KB, FN=0.000, FP=0.634, FPR=0.180"
7,"R=0.339, BT=11.23s, QT=4.10s, FS=30459KB, FN=0.000, FP=702.046, FPR=0.460","R=0.392, BT=11.70s, QT=1.14s, FS=34516KB, FN=0.000, FP=34.724, FPR=0.287","R=0.503, BT=12.99s, QT=0.87s, FS=42909KB, FN=0.000, FP=4.312, FPR=0.232","R=0.666, BT=15.69s, QT=0.96s, FS=55319KB, FN=0.000, FP=0.620, FPR=0.181"
8,"R=0.290, BT=9.67s, QT=9.94s, FS=26736KB, FN=0.000, FP=2593.596, FPR=0.578","R=0.328, BT=9.57s, QT=2.70s, FS=29621KB, FN=0.000, FP=358.635, FPR=0.351","R=0.403, BT=10.64s, QT=1.07s, FS=35310KB, FN=0.000, FP=52.014, FPR=0.279","R=0.500, BT=12.48s, QT=0.88s, FS=42686KB, FN=0.000, FP=5.296, FPR=0.232","R=0.666, BT=15.28s, QT=0.98s, FS=55309KB, FN=0.000, FP=0.745, FPR=0.181"
9,"R=0.254, BT=9.28s, QT=18.86s, FS=23995KB, FN=0.000, FP=5656.499, FPR=0.705","R=0.281, BT=9.03s, QT=7.23s, FS=26087KB, FN=0.000, FP=1240.103, FPR=0.442","R=0.335, BT=9.59s, QT=1.94s, FS=30190KB, FN=0.000, FP=214.830, FPR=0.317","R=0.400, BT=10.20s, QT=1.01s, FS=35105KB, FN=0.000, FP=43.779, FPR=0.270","R=0.500, BT=11.48s, QT=0.87s, FS=42702KB, FN=0.000, FP=4.945, FPR=0.232","R=0.667, BT=13.74s, QT=0.99s, FS=55395KB, FN=0.000, FP=0.658, FPR=0.183"
10,"R=0.225, BT=8.99s, QT=30.99s, FS=21857KB, FN=0.000, FP=9735.054, FPR=0.815","R=0.247, BT=8.73s, QT=12.29s, FS=23476KB, FN=0.000, FP=2255.251, FPR=0.527","R=0.287, BT=8.96s, QT=3.41s, FS=26509KB, FN=0.000, FP=491.786, FPR=0.371","R=0.333, BT=9.33s, QT=1.38s, FS=30002KB, FN=0.000, FP=113.666, FPR=0.321","R=0.400, BT=9.96s, QT=0.88s, FS=35081KB, FN=0.000, FP=20.845, FPR=0.267","R=0.501, BT=10.66s, QT=0.87s, FS=42733KB, FN=0.000, FP=4.666, FPR=0.226","R=0.666, BT=13.15s, QT=0.97s, FS=55324KB, FN=0.000, FP=0.834, FPR=0.171"
11,"R=0.203, BT=8.93s, QT=43.23s, FS=20127KB, FN=0.000, FP=13950.700, FPR=0.883","R=0.220, BT=8.63s, QT=19.55s, FS=21428KB, FN=0.000, FP=3752.387, FPR=0.626","R=0.250, BT=8.71s, QT=5.23s, FS=23742KB, FN=0.000, FP=836.018, FPR=0.437","R=0.285, BT=8.97s, QT=1.77s, FS=26364KB, FN=0.000, FP=188.148, FPR=0.361","R=0.333, BT=9.23s, QT=0.97s, FS=30032KB, FN=0.000, FP=46.559, FPR=0.307","R=0.400, BT=9.20s, QT=0.84s, FS=35125KB, FN=0.000, FP=11.738, FPR=0.271","R=0.500, BT=10.51s, QT=0.83s, FS=42683KB, FN=0.000, FP=2.481, FPR=0.229","R=0.667, BT=12.96s, QT=0.98s, FS=55339KB, FN=0.000, FP=0.581, FPR=0.187"
