w\k,3,4,5,6,7,8,9,10
4,20.29
5,14.56,17.91
6,11.92,13.97,18.60
7,11.23,11.70,12.99,15.69
8,9.67,9.57,10.64,12.48,15.28
9,9.28,9.03,9.59,10.20,11.48,13.74
10,8.99,8.73,8.96,9.33,9.96,10.66,13.15
11,8.93,8.63,8.71,8.97,9.23,9.20,10.51,12.96
