w\k,3,4,5,6,7,8,9,10
4,0.668
5,6.223,0.677
6,70.198,5.238,0.634
7,702.046,34.724,4.312,0.620
8,2593.596,358.635,52.014,5.296,0.745
9,5656.499,1240.103,214.830,43.779,4.945,0.658
10,9735.054,2255.251,491.786,113.666,20.845,4.666,0.834
11,13950.700,3752.387,836.018,188.148,46.559,11.738,2.481,0.581
