w\k,3,4,5,6,7,8,9,10
4,0.98
5,0.90,0.97
6,1.32,1.00,1.08
7,4.10,1.14,0.87,0.96
8,9.94,2.70,1.07,0.88,0.98
9,18.86,7.23,1.94,1.01,0.87,0.99
10,30.99,12.29,3.41,1.38,0.88,0.87,0.97
11,43.23,19.55,5.23,1.77,0.97,0.84,0.83,0.98
