w\k,3,4,5,6,7,8,9,10
4,56348
5,43529,54512
6,35649,41946,55617
7,30459,34516,42909,55319
8,26736,29621,35310,42686,55309
9,23995,26087,30190,35105,42702,55395
10,21857,23476,26509,30002,35081,42733,55324
11,20127,21428,23742,26364,30032,35125,42683,55339
