w\k,3,4,5,6,7,8,9,10
4,0.048
5,0.059,0.043
6,0.122,0.046,0.046
7,0.217,0.086,0.042,0.045
8,0.328,0.141,0.075,0.037,0.047
9,0.444,0.213,0.115,0.073,0.040,0.040
10,0.558,0.293,0.166,0.123,0.088,0.034,0.040
11,0.659,0.384,0.233,0.179,0.144,0.062,0.030,0.040
