w\k,3,4,5,6,7,8,9,10
4,0.177
5,0.215,0.172
6,0.259,0.225,0.176
7,0.319,0.237,0.209,0.172
8,0.401,0.274,0.230,0.197,0.150
9,0.494,0.324,0.260,0.222,0.178,0.147
10,0.581,0.390,0.299,0.259,0.210,0.169,0.119
11,0.664,0.472,0.357,0.294,0.248,0.207,0.162,0.124
