w\k,3,4,5,6,7,8,9,10
4,1.00
5,0.89,0.99
6,1.29,0.87,1.00
7,4.04,1.01,0.88,1.06
8,10.50,2.77,1.16,0.88,0.98
9,20.22,7.40,1.96,1.03,0.87,1.00
10,33.06,12.86,3.51,1.43,0.96,0.93,1.07
11,47.34,20.74,5.58,1.85,1.12,0.85,0.84,0.99
