w\k,3,4,5,6,7,8,9,10
4,0.99
5,0.88,0.96
6,1.07,0.86,0.98
7,2.89,0.98,0.88,0.99
8,8.19,2.56,1.24,0.96,1.12
9,17.56,7.07,1.97,1.08,0.94,1.09
10,28.17,13.07,3.85,1.58,0.88,0.87,0.99
11,40.68,19.90,5.44,1.83,1.02,0.85,0.88,0.98
