w\k,3,4,5,6,7,8,9,10
4,20.80
5,14.67,19.17
6,12.16,13.05,17.08
7,10.33,10.73,12.55,15.75
8,9.58,9.63,10.52,12.09,14.76
9,9.17,9.04,9.46,10.24,11.48,14.58
10,8.91,8.75,8.94,9.44,10.03,10.79,13.18
11,8.96,8.66,8.69,9.05,9.37,9.35,10.51,12.95
