w\k,3,4,5,6,7,8,9,10
4,0.929
5,6.140,0.714
6,55.685,4.334,0.728
7,987.705,28.729,3.942,0.684
8,3525.517,396.598,27.067,3.573,0.691
9,6733.364,1334.825,198.358,30.313,4.355,0.636
10,10531.264,2449.465,437.852,109.639,20.253,4.271,0.670
11,15252.111,3557.006,757.476,196.702,43.038,10.373,2.589,0.484
