w\k,3,4,5,6,7,8,9,10
4,56239
5,42773,54508
6,34985,41876,55616
7,30062,34483,42714,55311
8,26447,29583,35036,42665,55310
9,23733,26093,29996,35132,42691,55395
10,21633,23498,26367,30068,35111,42709,55324
11,19919,21483,23653,26457,30059,35107,42676,55339
