w\k,3,4,5,6,7,8,9,10
4,0.186
5,0.248,0.183
6,0.342,0.237,0.179
7,0.450,0.298,0.228,0.180
8,0.584,0.369,0.266,0.231,0.179
9,0.705,0.451,0.318,0.273,0.229,0.179
10,0.794,0.538,0.371,0.306,0.262,0.225,0.177
11,0.875,0.629,0.447,0.359,0.306,0.264,0.238,0.185
