w\k,3,4,5,6,7,8,9,10
4,0.678
5,0.501,0.656
6,0.398,0.489,0.670
7,0.334,0.392,0.500,0.666
8,0.286,0.327,0.399,0.500,0.666
9,0.250,0.281,0.333,0.400,0.500,0.667
10,0.223,0.247,0.285,0.334,0.400,0.500,0.666
11,0.200,0.221,0.249,0.286,0.334,0.400,0.500,0.667
