w\k,3,4,5,6,7,8,9,10
4,1.00
5,1.03,1.10
6,1.13,0.84,0.98
7,4.67,0.95,0.86,0.97
8,12.48,2.89,0.92,0.85,0.97
9,21.94,7.60,1.82,0.94,0.85,1.09
10,33.64,13.63,3.11,1.36,0.87,0.97,1.09
11,48.21,18.71,4.85,1.81,1.00,0.87,0.95,1.06
