w\k,3,4,5,6,7,8,9,10
4,0.086
5,0.132,0.081
6,0.206,0.129,0.087
7,0.295,0.176,0.133,0.085
8,0.380,0.231,0.178,0.138,0.083
9,0.460,0.300,0.219,0.177,0.133,0.085
10,0.548,0.366,0.272,0.221,0.177,0.132,0.086
11,0.634,0.447,0.337,0.267,0.234,0.193,0.154,0.077
