w\k,3,4,5,6,7,8,9,10
4,1.01
5,0.90,1.01
6,0.97,0.90,1.06
7,2.07,1.00,0.90,1.03
8,6.18,2.21,1.08,0.93,1.03
9,13.93,5.47,1.86,1.03,1.02,1.14
10,25.17,9.98,3.22,1.33,0.92,0.89,1.02
11,36.69,16.15,4.97,1.84,1.02,0.89,0.88,1.02
