w\k,3,4,5,6,7,8,9,10
4,0.98
5,0.87,0.96
6,0.99,0.85,0.98
7,2.69,0.96,0.86,0.97
8,7.58,2.49,1.05,0.87,1.10
9,15.83,6.76,1.89,0.99,0.85,0.97
10,26.56,11.73,3.33,1.36,0.86,0.86,0.97
11,37.28,18.91,5.12,1.74,0.96,0.83,0.83,0.96
