w\k,3,4,5,6,7,8,9,10
4,0.680
5,0.511,0.656
6,0.407,0.490,0.670
7,0.339,0.392,0.503,0.666
8,0.290,0.328,0.403,0.500,0.666
9,0.254,0.281,0.335,0.400,0.500,0.667
10,0.225,0.247,0.287,0.333,0.400,0.501,0.666
11,0.203,0.220,0.250,0.285,0.333,0.400,0.500,0.667
