w\k,3,4,5,6,7,8,9,10
4,"R=0.680, BT=20.14s, QT=0.98s, FS=56348KB, FN=0.000, FP=0.631, FPR=0.175"
5,"R=0.511, BT=14.51s, QT=0.87s, FS=43529KB, FN=0.000, FP=4.577, FPR=0.191","R=0.656, BT=17.79s, QT=0.96s, FS=54512KB, FN=0.000, FP=0.663, FPR=0.167"
6,"R=0.407, BT=11.85s, QT=0.99s, FS=35649KB, FN=0.000, FP=36.568, FPR=0.236","R=0.490, BT=12.95s, QT=0.85s, FS=41946KB, FN=0.000, FP=4.692, FPR=0.202","R=0.670, BT=16.97s, QT=0.98s, FS=55617KB, FN=0.000, FP=0.613, FPR=0.161"
7,"R=0.339, BT=10.45s, QT=2.69s, FS=30459KB, FN=0.000, FP=515.766, FPR=0.303","R=0.392, BT=10.74s, QT=0.96s, FS=34516KB, FN=0.000, FP=31.192, FPR=0.216","R=0.503, BT=12.63s, QT=0.86s, FS=42909KB, FN=0.000, FP=4.246, FPR=0.180","R=0.666, BT=15.68s, QT=0.97s, FS=55319KB, FN=0.000, FP=0.587, FPR=0.149"
8,"R=0.290, BT=9.67s, QT=7.58s, FS=26736KB, FN=0.000, FP=2223.670, FPR=0.388","R=0.328, BT=9.57s, QT=2.49s, FS=29621KB, FN=0.000, FP=339.776, FPR=0.258","R=0.403, BT=10.63s, QT=1.05s, FS=35310KB, FN=0.000, FP=51.491, FPR=0.212","R=0.500, BT=11.92s, QT=0.87s, FS=42686KB, FN=0.000, FP=5.237, FPR=0.176","R=0.666, BT=15.22s, QT=1.10s, FS=55309KB, FN=0.000, FP=0.689, FPR=0.126"
9,"R=0.254, BT=9.33s, QT=15.83s, FS=23995KB, FN=0.000, FP=5109.250, FPR=0.480","R=0.281, BT=9.05s, QT=6.76s, FS=26087KB, FN=0.000, FP=1206.281, FPR=0.316","R=0.335, BT=9.48s, QT=1.89s, FS=30190KB, FN=0.000, FP=213.645, FPR=0.248","R=0.400, BT=10.21s, QT=0.99s, FS=35105KB, FN=0.000, FP=43.694, FPR=0.203","R=0.500, BT=11.46s, QT=0.85s, FS=42702KB, FN=0.000, FP=4.859, FPR=0.159","R=0.667, BT=13.60s, QT=0.97s, FS=55395KB, FN=0.000, FP=0.603, FPR=0.128"
10,"R=0.225, BT=9.01s, QT=26.56s, FS=21857KB, FN=0.000, FP=8956.422, FPR=0.570","R=0.247, BT=8.69s, QT=11.73s, FS=23476KB, FN=0.000, FP=2209.483, FPR=0.386","R=0.287, BT=8.92s, QT=3.33s, FS=26509KB, FN=0.000, FP=489.559, FPR=0.291","R=0.333, BT=9.34s, QT=1.36s, FS=30002KB, FN=0.000, FP=113.412, FPR=0.249","R=0.400, BT=9.95s, QT=0.86s, FS=35081KB, FN=0.000, FP=20.759, FPR=0.198","R=0.501, BT=10.63s, QT=0.86s, FS=42733KB, FN=0.000, FP=4.601, FPR=0.160","R=0.666, BT=13.04s, QT=0.97s, FS=55324KB, FN=0.000, FP=0.770, FPR=0.107"
11,"R=0.203, BT=8.91s, QT=37.28s, FS=20127KB, FN=0.000, FP=12973.645, FPR=0.655","R=0.220, BT=8.59s, QT=18.91s, FS=21428KB, FN=0.000, FP=3685.316, FPR=0.469","R=0.250, BT=8.70s, QT=5.12s, FS=23742KB, FN=0.000, FP=833.702, FPR=0.355","R=0.285, BT=8.92s, QT=1.74s, FS=26364KB, FN=0.000, FP=187.875, FPR=0.290","R=0.333, BT=9.25s, QT=0.96s, FS=30032KB, FN=0.000, FP=46.453, FPR=0.241","R=0.400, BT=9.14s, QT=0.83s, FS=35125KB, FN=0.000, FP=11.669, FPR=0.203","R=0.500, BT=10.41s, QT=0.83s, FS=42683KB, FN=0.000, FP=2.409, FPR=0.157","R=0.667, BT=12.87s, QT=0.96s, FS=55339KB, FN=0.000, FP=0.506, FPR=0.112"
