w\k,3,4,5,6,7,8,9,10
4,58930
5,46085,58991
6,38249,46016,59003
7,33078,38327,46019,59005
8,29079,33060,38307,46014,59005
9,26236,29054,33016,38302,46013,59005
10,23952,26197,29064,33002,38301,46012,59005
11,21993,23902,26187,29074,32999,38301,46012,59005
