w\k,3,4,5,6,7,8,9,10
4,0.048
5,0.027,0.046
6,0.067,0.025,0.049
7,0.150,0.043,0.029,0.046
8,0.239,0.086,0.047,0.025,0.050
9,0.337,0.145,0.086,0.054,0.028,0.052
10,0.439,0.223,0.134,0.102,0.043,0.025,0.048
11,0.552,0.318,0.204,0.165,0.082,0.034,0.025,0.050
