w\k,3,4,5,6,7,8,9,10
4,0.645
5,5.151,0.672
6,37.324,4.750,0.633
7,516.337,31.251,4.296,0.617
8,2224.425,339.838,51.546,5.285,0.736
9,5109.994,1206.320,213.687,43.740,4.909,0.640
10,8957.129,2209.515,489.586,113.450,20.793,4.633,0.796
11,12975.056,3685.351,833.720,187.901,46.481,11.695,2.428,0.533
