w\k,3,4,5,6,7,8,9,10
4,1.51
5,0.96,1.02
6,1.20,0.92,1.11
7,2.83,0.99,0.90,1.04
8,8.39,2.35,1.11,0.98,1.11
9,17.78,5.86,1.98,1.18,1.04,1.18
10,30.21,10.70,3.36,1.37,0.94,0.91,1.02
11,45.27,17.50,5.31,1.95,1.06,0.89,0.92,1.02
