w\k,3,4,5,6,7,8,9,10
4,21.66
5,15.40,19.86
6,12.25,14.19,18.26
7,10.67,11.27,13.27,16.81
8,9.45,9.72,10.71,12.50,15.59
9,8.65,8.62,9.25,10.55,12.83,15.87
10,8.66,7.96,8.13,8.77,9.74,11.05,13.85
11,7.63,7.43,7.47,7.82,8.46,9.19,10.66,13.42
