w\k,3,4,5,6,7,8,9,10
4,0.087
5,0.133,0.081
6,0.233,0.129,0.087
7,0.349,0.176,0.133,0.085
8,0.460,0.247,0.178,0.138,0.083
9,0.577,0.343,0.220,0.177,0.133,0.085
10,0.695,0.425,0.295,0.222,0.177,0.132,0.086
11,0.795,0.522,0.372,0.270,0.235,0.193,0.154,0.077
