w\k,3,4,5,6,7,8,9,10
4,0.207
5,1.317,0.157
6,16.535,1.319,0.213
7,108.038,7.543,1.117,0.147
8,493.825,71.111,12.648,1.611,0.193
9,1255.464,241.948,51.263,10.810,1.663,0.183
10,2171.131,477.024,120.612,27.494,6.617,1.234,0.181
11,3477.070,809.920,209.397,52.839,13.260,3.345,0.780,0.093
