w\k,3,4,5,6,7,8,9,10
4,"R=0.714, BT=22.34s, QT=1.56s, FS=58930KB, FN=0.000, FP=0.715, FPR=0.178"
5,"R=0.545, BT=15.31s, QT=0.93s, FS=46085KB, FN=0.000, FP=4.845, FPR=0.229","R=0.715, BT=19.85s, QT=1.11s, FS=58991KB, FN=0.000, FP=0.609, FPR=0.182"
6,"R=0.441, BT=12.27s, QT=1.31s, FS=38249KB, FN=0.000, FP=58.039, FPR=0.334","R=0.544, BT=14.21s, QT=0.97s, FS=46016KB, FN=0.000, FP=4.696, FPR=0.232","R=0.715, BT=18.30s, QT=1.11s, FS=59003KB, FN=0.000, FP=0.647, FPR=0.180"
7,"R=0.373, BT=10.71s, QT=2.85s, FS=33078KB, FN=0.000, FP=400.122, FPR=0.450","R=0.442, BT=12.13s, QT=1.10s, FS=38327KB, FN=0.000, FP=27.522, FPR=0.280","R=0.544, BT=14.47s, QT=1.03s, FS=46019KB, FN=0.000, FP=4.082, FPR=0.230","R=0.715, BT=18.38s, QT=1.14s, FS=59005KB, FN=0.000, FP=0.553, FPR=0.178"
8,"R=0.321, BT=10.23s, QT=8.65s, FS=29079KB, FN=0.000, FP=1894.224, FPR=0.567","R=0.373, BT=9.80s, QT=2.29s, FS=33060KB, FN=0.000, FP=273.515, FPR=0.355","R=0.442, BT=10.72s, QT=1.07s, FS=38307KB, FN=0.000, FP=45.468, FPR=0.271","R=0.544, BT=12.51s, QT=0.90s, FS=46014KB, FN=0.000, FP=5.790, FPR=0.232","R=0.715, BT=15.64s, QT=1.01s, FS=59005KB, FN=0.000, FP=0.725, FPR=0.182"
9,"R=0.283, BT=8.65s, QT=17.03s, FS=26236KB, FN=0.000, FP=4903.922, FPR=0.688","R=0.320, BT=8.66s, QT=5.73s, FS=29054KB, FN=0.000, FP=941.617, FPR=0.446","R=0.373, BT=9.19s, QT=1.87s, FS=33016KB, FN=0.000, FP=195.440, FPR=0.314","R=0.442, BT=10.17s, QT=1.02s, FS=38302KB, FN=0.000, FP=39.842, FPR=0.274","R=0.544, BT=11.74s, QT=0.90s, FS=46013KB, FN=0.000, FP=6.386, FPR=0.236","R=0.715, BT=14.50s, QT=1.01s, FS=59005KB, FN=0.000, FP=0.640, FPR=0.174"
10,"R=0.253, BT=8.08s, QT=27.71s, FS=23952KB, FN=0.000, FP=8471.504, FPR=0.791","R=0.283, BT=7.99s, QT=10.60s, FS=26197KB, FN=0.000, FP=1860.475, FPR=0.535","R=0.320, BT=8.34s, QT=3.33s, FS=29064KB, FN=0.000, FP=454.822, FPR=0.389","R=0.372, BT=8.76s, QT=1.33s, FS=33002KB, FN=0.000, FP=101.224, FPR=0.318","R=0.442, BT=9.74s, QT=0.94s, FS=38301KB, FN=0.000, FP=24.078, FPR=0.280","R=0.544, BT=11.01s, QT=0.89s, FS=46012KB, FN=0.000, FP=4.825, FPR=0.226","R=0.715, BT=13.85s, QT=1.01s, FS=59005KB, FN=0.000, FP=0.694, FPR=0.178"
11,"R=0.227, BT=7.66s, QT=42.78s, FS=21993KB, FN=0.000, FP=13537.853, FPR=0.867","R=0.252, BT=7.44s, QT=16.98s, FS=23902KB, FN=0.000, FP=3133.276, FPR=0.620","R=0.283, BT=7.49s, QT=5.20s, FS=26187KB, FN=0.000, FP=787.633, FPR=0.463","R=0.321, BT=8.15s, QT=2.00s, FS=29074KB, FN=0.000, FP=196.268, FPR=0.359","R=0.372, BT=8.57s, QT=1.03s, FS=32999KB, FN=0.000, FP=48.541, FPR=0.326","R=0.442, BT=9.36s, QT=0.90s, FS=38301KB, FN=0.000, FP=12.679, FPR=0.279","R=0.544, BT=10.71s, QT=0.98s, FS=46012KB, FN=0.000, FP=3.163, FPR=0.236","R=0.715, BT=13.41s, QT=1.11s, FS=59005KB, FN=0.000, FP=0.511, FPR=0.187"
