w\k,3,4,5,6,7,8,9,10
4,0.715
5,4.845,0.609
6,58.039,4.696,0.647
7,400.122,27.522,4.082,0.553
8,1894.224,273.515,45.468,5.790,0.725
9,4903.922,941.617,195.440,39.842,6.386,0.640
10,8471.504,1860.475,454.822,101.224,24.078,4.825,0.694
11,13537.853,3133.276,787.633,196.268,48.541,12.679,3.163,0.511
