w\k,3,4,5,6,7,8,9,10
4,22.34
5,15.31,19.85
6,12.27,14.21,18.30
7,10.71,12.13,14.47,18.38
8,10.23,9.80,10.72,12.51,15.64
9,8.65,8.66,9.19,10.17,11.74,14.50
10,8.08,7.99,8.34,8.76,9.74,11.01,13.85
11,7.66,7.44,7.49,8.15,8.57,9.36,10.71,13.41
