w\k,3,4,5,6,7,8,9,10
4,0.178
5,0.229,0.182
6,0.334,0.232,0.180
7,0.450,0.280,0.230,0.178
8,0.567,0.355,0.271,0.232,0.182
9,0.688,0.446,0.314,0.274,0.236,0.174
10,0.791,0.535,0.389,0.318,0.280,0.226,0.178
11,0.867,0.620,0.463,0.359,0.326,0.279,0.236,0.187
