w\k,3,4,5,6,7,8,9,10
4,1.56
5,0.93,1.11
6,1.31,0.97,1.11
7,2.85,1.10,1.03,1.14
8,8.65,2.29,1.07,0.90,1.01
9,17.03,5.73,1.87,1.02,0.90,1.01
10,27.71,10.60,3.33,1.33,0.94,0.89,1.01
11,42.78,16.98,5.20,2.00,1.03,0.90,0.98,1.11
